Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
574,613,803,652,565,361,0,0,0,381
564,616,800,651,567,360,0,0,0,374
567,638,767,652,577,337,0,0,0,389
569,638,790,647,572,356,0,0,0,400
563,642,811,631,558,363,0,0,0,409
546,626,877,586,498,372,0,12,0,384
481,608,903,579,503,402,0,62,0,453
464,577,913,596,515,429,0,124,0,503
526,586,880,633,547,400,0,29,0,423
568,586,876,624,516,364,0,0,0,328
596,609,755,649,551,267,0,0,0,317
582,605,768,639,548,269,0,0,0,324
596,600,767,595,492,200,0,0,0,263
573,586,805,633,519,254,0,0,0,326
574,588,795,636,512,247,0,0,0,334
573,591,791,641,522,251,0,0,0,335
570,591,797,643,526,259,0,0,0,338
573,591,798,644,529,258,0,0,0,340
567,588,808,644,527,263,0,0,0,347
570,591,804,641,528,276,0,0,0,351
568,588,813,641,528,272,0,0,0,348
567,590,813,642,531,270,0,0,0,348
568,591,814,642,532,272,0,0,0,347
568,589,816,641,532,277,0,0,0,350
567,588,819,638,533,282,0,0,0,362
568,589,821,637,533,285,0,0,0,360
569,588,822,637,534,290,0,0,0,362
571,588,821,639,533,296,0,0,0,361
571,588,824,638,534,292,0,0,0,361
570,589,825,636,533,290,0,0,0,363
573,589,823,635,533,297,0,0,0,362
574,592,826,636,534,297,0,0,0,362
578,591,829,636,533,319,0,0,0,361
576,593,831,637,534,323,0,0,0,359
577,594,829,637,536,300,0,0,0,364
579,596,828,633,532,302,0,0,0,364
580,592,833,633,528,306,0,0,0,362
579,594,832,634,531,308,0,0,0,365
576,593,834,633,529,329,0,0,0,362
569,589,841,626,528,336,0,0,0,367
577,597,804,624,527,269,0,0,0,352
573,595,813,624,513,258,0,0,0,343
575,594,810,620,508,263,0,0,0,336
576,592,810,615,503,256,0,0,0,334
575,586,817,610,499,256,0,0,0,331
578,588,808,610,504,244,0,0,0,333
595,610,771,640,516,214,0,0,0,281
609,605,829,610,461,246,0,0,0,263
584,621,808,649,538,270,0,0,0,332
622,647,785,583,447,244,0,0,0,262
609,644,782,626,523,273,0,0,0,331
581,612,801,635,530,261,0,0,0,332
576,607,807,639,533,263,0,0,0,333
576,600,813,638,530,264,0,0,0,337
576,603,814,638,531,263,0,0,0,336
572,601,822,636,530,275,0,0,0,342
573,602,824,637,531,276,0,0,0,336
573,602,826,637,531,268,0,0,0,339
570,600,832,633,530,278,0,0,0,344
571,600,832,631,528,282,0,0,0,343
572,601,833,631,528,278,0,0,0,340
574,602,832,634,530,277,0,0,0,334
578,602,831,633,528,277,0,0,0,333
579,599,833,624,515,281,0,0,0,334
582,597,833,625,515,280,0,0,0,334
581,596,834,627,516,280,0,0,0,334
581,594,835,628,514,280,0,0,0,336
574,594,841,630,519,287,0,0,0,341
573,596,840,627,518,285,0,0,0,344
578,600,831,629,517,283,0,0,0,336
596,612,796,631,519,254,0,0,0,325
583,606,827,630,519,272,0,0,0,339
583,607,819,631,522,264,0,0,0,338
584,606,822,634,524,263,0,0,0,330
584,606,819,635,525,257,0,0,0,329
585,606,821,636,527,259,0,0,0,327
586,606,822,636,526,260,0,0,0,330
584,606,822,637,527,264,0,0,0,332
583,606,824,633,527,270,0,0,0,344
584,609,819,632,528,258,0,0,0,342
585,607,823,632,525,267,0,0,0,337
584,607,823,633,526,267,0,0,0,338
586,607,824,633,526,271,0,0,0,337
584,606,826,631,527,274,0,0,0,348
582,607,825,627,526,275,0,0,0,356
584,606,826,629,526,280,0,0,0,353
586,608,821,632,529,268,0,0,0,346
584,612,822,640,533,257,0,0,0,335
578,599,843,624,524,300,0,0,0,357
581,603,812,632,531,267,0,0,0,352
578,605,813,638,535,268,0,0,0,355
576,600,825,638,532,269,0,0,0,356
571,598,833,634,531,274,0,0,0,359
573,601,835,628,529,280,0,0,0,362
573,600,836,624,526,285,0,0,0,364
574,601,839,625,527,284,0,0,0,361
573,600,841,625,527,286,0,0,0,359
574,599,844,624,524,292,0,0,0,357
573,599,845,623,524,296,0,0,0,364
575,602,842,622,522,298,0,0,0,372
577,603,844,623,525,301,0,0,0,364
582,606,829,628,530,290,0,0,0,356
585,610,809,641,539,269,0,0,0,350
573,605,840,645,543,300,0,0,0,353
576,607,828,644,544,283,0,0,0,361
576,607,821,638,543,285,0,0,0,373
580,609,814,635,540,280,0,0,0,372
578,607,821,637,540,283,0,0,0,378
577,604,827,640,539,273,0,0,0,367
576,603,829,641,537,280,0,0,0,365
575,602,834,640,537,283,0,0,0,363
573,602,836,637,534,290,0,0,0,376
572,600,840,632,531,296,0,0,0,375
570,601,841,636,534,296,0,0,0,375
571,602,841,636,535,296,0,0,0,375
570,603,842,637,534,295,0,0,0,374
571,601,843,635,535,301,0,0,0,378
573,602,842,630,530,305,0,0,0,380
571,604,837,636,539,307,0,0,0,382
573,602,842,634,532,304,0,0,0,371
572,603,841,635,535,301,0,0,0,374
571,603,842,634,535,304,0,0,0,378
571,603,842,632,536,305,0,0,0,386
572,604,841,629,534,305,0,0,0,386
571,603,843,630,535,308,0,0,0,385
572,604,844,630,535,307,0,0,0,380
572,604,844,631,536,305,0,0,0,380
573,603,844,629,535,312,0,0,0,390
573,604,843,626,535,309,0,0,0,389
571,603,845,629,537,315,0,0,0,387
573,603,844,631,538,309,0,0,0,384
572,603,845,631,537,307,0,0,0,381
573,602,845,632,537,315,0,0,0,386
573,603,843,630,535,307,0,0,0,388
572,601,844,630,538,314,0,0,0,389
572,602,845,632,537,314,0,0,0,385
575,603,844,633,538,312,0,0,0,383
573,602,845,631,537,314,0,0,0,386
574,603,843,630,536,314,0,0,0,392
575,604,841,630,537,311,0,0,0,393
574,604,843,630,538,317,0,0,0,393
574,603,844,631,539,316,0,0,0,386
576,600,846,628,535,309,0,0,0,380
575,599,844,626,533,312,0,0,0,388
574,598,841,628,535,308,0,0,0,387
573,600,840,632,537,304,0,0,0,382
573,595,841,633,536,304,0,0,0,378
570,593,840,638,541,312,0,0,0,388
573,592,840,632,536,309,0,0,0,392
572,594,837,635,539,302,0,0,0,387
571,594,835,638,540,298,0,0,0,380
572,594,833,639,535,295,0,0,0,381
572,594,833,638,534,297,0,0,0,385
573,595,831,634,531,295,0,0,0,387
571,596,827,638,537,295,0,0,0,387
574,602,782,636,541,254,0,0,0,367
578,603,785,642,548,248,0,0,0,353
570,599,819,638,546,276,0,0,0,379
568,598,820,636,544,279,0,0,0,381
568,597,820,640,543,277,0,0,0,380
568,598,822,641,545,283,0,0,0,377
569,598,823,641,545,285,0,0,0,376
563,595,829,638,546,292,0,0,0,382
571,592,830,630,540,297,0,0,0,384
572,595,825,632,546,301,0,0,0,389
568,594,839,626,544,332,0,0,0,383
568,599,828,633,554,311,0,0,0,386
569,593,833,631,550,342,0,0,0,389
569,597,828,629,549,318,0,0,0,391
568,596,833,631,550,341,0,0,0,390
570,593,835,631,548,345,0,0,0,388
569,595,834,629,548,347,0,0,0,392
568,591,839,625,548,355,0,0,0,398
560,593,844,616,552,362,0,0,0,395
547,597,834,609,557,370,0,0,0,399
585,602,678,598,566,383,0,13,0,410
598,567,859,593,469,415,0,0,0,404
606,507,905,515,402,403,0,0,0,381
609,546,892,529,425,321,0,0,0,336
595,602,741,601,523,212,0,0,0,340
550,648,627,618,573,206,0,0,0,411
476,685,347,571,663,160,0,0,0,576
306,662,347,442,705,101,0,0,0,698
278,667,344,468,723,38,0,6,0,695
516,678,580,607,650,181,0,0,0,403
640,637,781,522,351,157,0,0,0,132
628,612,830,522,410,221,0,0,0,243
584,603,818,579,501,226,0,0,0,319
593,607,709,590,519,114,0,0,0,291
596,588,742,589,493,138,0,0,0,278
602,604,656,593,516,110,0,0,0,288
609,582,733,580,485,136,0,0,0,295
596,587,742,587,500,140,0,0,0,297
604,584,759,592,504,154,0,0,0,291
608,581,766,591,500,164,0,0,0,288
601,592,746,603,520,145,0,0,0,291
595,594,755,605,529,160,0,0,0,302
597,595,750,605,527,168,0,0,0,302
591,595,759,606,529,183,0,0,0,317
596,602,732,600,535,192,0,0,0,311
596,596,753,600,534,185,0,0,0,306
594,600,749,608,543,178,0,0,0,318
593,599,753,610,541,189,0,0,0,321
592,598,765,609,541,192,0,0,0,321
592,600,755,601,537,185,0,0,0,325
595,594,766,599,527,187,0,0,0,322
597,596,762,605,532,191,0,0,0,324
596,593,769,604,528,202,0,0,0,318
593,593,773,604,531,204,0,0,0,326
597,589,773,589,517,206,0,0,0,327
602,599,738,594,520,210,0,0,0,318
594,599,776,578,518,207,0,0,0,326
596,600,749,581,523,172,0,0,0,323
598,600,739,582,520,129,0,0,0,320
595,604,743,588,534,174,0,0,0,321
598,606,735,591,533,153,0,0,0,315
600,606,724,591,531,130,0,0,0,316
602,613,685,585,535,131,0,0,0,322
600,613,688,592,537,135,0,0,0,310
595,607,742,596,532,170,0,0,0,316
593,607,751,587,527,174,0,0,0,321
594,604,741,593,526,168,0,0,0,325
595,598,742,597,526,182,0,0,0,326
598,595,747,601,526,169,0,0,0,323
605,601,705,596,526,137,0,0,0,328
624,603,656,581,516,118,0,0,0,319
616,601,701,591,522,180,0,0,0,331
