Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
654,655,807,686,592,410,0,0,0,336
654,654,805,686,593,413,0,0,0,338
653,654,804,685,595,415,0,0,0,340
653,654,805,685,594,410,0,0,0,339
655,654,805,686,594,412,0,0,0,342
653,655,804,686,594,414,0,0,0,340
654,655,804,686,596,413,0,0,0,342
655,654,804,686,596,415,0,0,0,341
654,654,805,684,595,414,0,0,0,344
654,653,806,683,593,416,0,0,0,347
653,653,806,683,594,417,0,0,0,346
654,654,808,684,594,415,0,0,0,347
655,653,808,684,594,416,0,0,0,347
653,654,807,682,595,416,0,0,0,348
654,653,808,683,596,417,0,0,0,352
653,653,808,682,595,417,0,0,0,353
654,652,811,682,594,417,0,0,0,354
653,652,809,682,593,428,0,0,0,354
653,652,810,681,594,427,0,0,0,350
652,652,812,680,593,417,0,0,0,352
653,652,810,681,595,419,0,0,0,352
654,652,811,681,593,419,0,0,0,353
654,653,809,682,594,420,0,0,0,354
653,650,812,680,596,420,0,0,0,355
651,651,810,680,595,421,0,0,0,358
657,655,773,683,564,440,0,0,0,333
657,654,779,682,567,440,0,0,0,343
651,650,804,680,582,409,0,0,0,346
651,650,808,676,585,414,0,0,0,338
652,651,807,677,585,421,0,0,0,347
650,651,808,676,588,421,0,0,0,352
651,652,805,678,590,425,0,0,0,353
651,653,806,678,589,416,0,0,0,352
652,652,805,678,589,415,0,0,0,352
651,651,806,677,588,415,0,0,0,356
652,651,807,677,589,416,0,0,0,356
652,652,807,676,588,417,0,0,0,357
651,651,809,674,585,420,0,0,0,361
651,649,811,674,589,417,0,0,0,357
650,650,810,675,587,416,0,0,0,359
650,649,810,674,589,417,0,0,0,357
651,650,810,675,588,418,0,0,0,358
650,650,811,675,588,419,0,0,0,358
652,649,811,674,586,420,0,0,0,361
651,649,807,672,586,424,0,0,0,362
650,649,810,673,587,422,0,0,0,363
653,652,807,675,591,417,0,0,0,354
696,687,675,687,604,223,0,0,0,167
702,696,675,701,575,63,0,0,0,0
704,695,706,705,558,77,0,0,0,0
702,681,758,701,522,121,0,0,0,0
694,688,723,683,561,221,0,0,0,61
687,689,690,677,572,253,0,0,0,150
675,678,740,692,576,271,0,0,0,174
671,667,772,693,564,289,0,0,0,175
672,668,775,693,566,295,0,0,0,182
670,666,780,692,568,301,0,0,0,207
669,666,783,693,567,305,0,0,0,209
671,666,785,693,566,309,0,0,0,206
683,668,799,693,544,279,0,0,0,146
676,670,786,695,560,286,0,0,0,176
661,679,683,692,597,281,0,0,0,199
675,682,714,700,606,274,0,0,0,176
663,677,697,693,604,283,0,0,0,209
659,673,703,687,601,302,0,0,0,222
657,671,717,687,602,320,0,0,0,227
