Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
508,550,558,342,574,336,0,0,0,338
509,550,557,343,573,337,0,0,0,339
510,551,557,344,573,333,0,0,0,339
508,550,558,345,574,338,0,0,0,339
512,551,558,342,573,336,0,0,0,339
522,550,566,338,572,327,1,0,0,333
550,555,574,346,576,265,0,0,0,310
551,554,566,344,575,276,0,0,0,318
554,552,568,350,578,267,1,0,0,315
546,553,564,343,580,289,0,0,0,329
539,551,559,339,580,296,0,0,0,332
536,552,561,337,580,305,0,0,0,331
513,553,551,332,579,313,1,0,0,333
518,553,552,336,577,314,0,0,0,336
520,555,554,338,579,316,0,0,0,337
518,555,555,339,579,314,0,0,0,337
519,554,555,339,577,313,2,0,0,335
519,554,555,340,577,317,0,0,0,336
516,554,555,340,578,321,0,0,0,337
515,555,557,337,579,325,0,0,0,340
515,554,557,343,580,321,0,0,0,338
518,553,559,339,575,318,0,0,0,328
516,545,561,336,578,326,0,0,0,332
515,547,561,333,577,329,0,0,0,334
516,547,562,336,577,329,0,0,0,335
516,547,561,337,579,325,0,0,0,335
518,548,562,337,577,328,0,0,0,336
518,547,561,336,577,329,1,0,0,335
517,548,561,338,577,331,0,0,0,336
517,548,562,336,578,333,2,0,0,336
518,549,563,338,580,333,0,0,0,338
520,549,561,340,578,331,1,0,0,339
519,549,562,341,579,334,0,0,0,335
519,550,562,338,579,333,1,0,0,336
520,550,562,340,577,334,0,0,0,335
520,550,564,339,578,335,0,0,0,336
519,549,564,341,577,332,0,0,0,333
520,552,565,347,578,328,1,0,0,335
520,550,564,343,570,335,0,0,0,328
520,552,564,349,577,339,0,0,0,338
521,551,564,347,579,337,0,0,0,340
520,550,565,347,577,335,0,0,0,331
521,551,564,351,577,329,0,0,0,317
523,550,565,353,577,339,0,0,0,317
524,550,567,351,577,336,0,0,0,312
525,549,568,353,572,337,0,0,0,306
525,550,567,355,578,339,0,0,0,311
525,550,568,358,578,340,0,0,0,311
525,550,566,357,578,336,1,0,0,304
524,550,568,358,579,340,0,0,0,309
524,550,568,357,580,340,0,0,0,330
523,549,569,357,580,343,0,0,0,334
522,549,568,358,581,344,0,0,0,337
523,549,569,358,580,344,1,0,0,335
524,546,572,359,577,346,0,0,0,337
523,545,571,360,579,345,0,0,1,340
524,547,572,360,578,343,0,0,0,341
525,546,571,358,579,343,1,0,0,338
525,546,572,360,578,347,1,0,0,338
521,548,568,355,581,350,0,0,0,340
523,547,571,359,580,349,1,0,0,347
518,546,569,352,580,346,1,0,0,347
517,546,571,353,580,344,0,0,0,349
514,544,570,350,582,350,1,0,0,351
518,545,570,352,583,349,0,0,0,353
516,545,570,349,582,352,0,0,0,353
518,546,572,355,582,350,1,2,0,355
518,546,571,353,583,348,1,2,0,358
519,548,571,355,583,347,1,2,0,359
521,547,571,354,582,351,0,1,0,350
522,548,571,355,581,351,1,0,0,340
524,549,572,356,581,355,1,0,0,348
523,548,573,356,581,355,0,0,0,348
519,552,564,352,585,343,1,0,0,344
522,550,568,353,584,354,1,0,0,348
521,550,569,355,584,357,1,0,0,352
519,551,570,358,584,357,0,0,0,357
519,551,569,354,584,356,0,0,0,357
519,549,570,355,582,355,0,0,0,355
519,550,570,353,584,356,1,0,0,356
517,550,568,351,586,356,0,0,0,356
518,551,568,356,588,358,0,0,0,353
514,549,571,357,585,360,0,0,0,353
504,548,571,350,588,361,0,0,0,353
502,546,570,344,589,359,0,0,0,355
502,548,571,346,590,359,0,0,0,354
503,547,571,349,592,359,0,1,0,354
504,546,572,353,590,361,0,0,0,353
506,547,573,351,590,362,0,1,0,357
505,546,572,351,590,359,0,4,0,357
507,547,572,350,590,359,0,3,0,356
505,546,571,351,590,357,0,0,1,357
504,547,573,351,592,358,1,2,0,358
504,547,572,351,591,362,0,1,0,360
505,546,572,351,591,361,1,2,0,358
506,547,572,351,592,359,0,2,0,359
503,548,571,348,591,357,0,0,0,358
505,549,572,349,592,359,2,0,0,358
505,548,572,351,591,364,0,0,0,360
508,548,571,349,589,363,0,0,0,360
509,548,571,348,591,361,0,0,1,360
507,548,572,347,591,360,1,0,0,360
505,548,572,349,591,361,0,0,0,362
505,548,572,349,591,362,1,2,0,360
501,546,573,349,591,363,0,2,0,364
504,547,573,346,589,363,0,0,0,361
504,548,573,344,591,361,0,0,0,361
501,548,573,348,589,360,0,0,0,351
503,548,572,349,592,363,0,0,0,351
505,549,571,349,590,361,0,0,0,352
503,548,572,349,591,362,1,0,0,352
504,548,572,349,589,364,0,0,0,352
503,548,571,348,587,362,1,0,0,355
504,548,571,350,590,363,0,0,0,352
505,548,572,347,591,362,1,0,0,356
503,549,572,349,591,360,0,0,0,355
501,548,572,348,591,362,0,0,0,358
500,548,572,350,592,364,1,0,0,354
503,548,572,350,590,367,0,0,0,352
503,548,571,349,591,363,1,0,0,354
500,548,572,350,592,363,0,0,0,358
500,546,572,350,592,361,1,0,0,361
501,547,572,349,591,363,1,0,0,357
500,548,572,352,591,364,0,0,0,354
502,547,571,350,591,367,0,0,0,356
503,548,572,353,591,366,0,0,0,356
