Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
606,728,607,627,548,110,0,0,0,93
606,729,608,627,548,113,0,0,0,101
605,728,607,626,549,116,0,0,0,98
606,728,607,626,548,116,0,0,0,93
605,728,608,625,548,119,0,0,0,95
605,729,608,626,548,124,0,0,0,91
605,728,609,626,549,116,0,0,0,85
605,729,609,626,549,109,0,0,0,97
605,728,609,625,550,121,0,0,0,93
605,728,609,625,549,124,0,0,0,100
607,726,609,626,549,123,0,0,0,99
608,725,611,625,550,124,0,0,0,103
609,724,610,625,548,126,0,0,0,81
610,723,610,624,548,118,0,0,0,77
609,723,610,623,548,105,0,0,0,74
609,725,609,622,548,107,0,0,0,77
609,725,609,622,548,110,0,0,0,71
609,725,610,623,548,89,0,0,0,68
609,723,611,623,548,99,0,0,0,73
604,720,611,623,550,109,0,0,0,95
609,724,611,623,548,116,0,0,0,44
610,724,611,623,548,80,0,0,0,38
610,724,611,623,548,75,0,0,0,41
611,723,611,624,547,79,0,0,0,47
611,723,612,623,548,91,0,0,0,53
611,724,611,623,549,82,0,0,0,59
611,724,611,622,549,84,0,0,0,65
611,725,611,622,549,99,0,0,0,69
610,724,611,622,550,107,0,0,0,67
610,724,610,623,550,109,0,0,0,72
611,725,611,622,550,115,0,0,0,72
612,724,611,622,550,104,0,0,0,69
612,723,610,622,551,103,0,0,0,73
611,724,611,622,551,109,0,0,0,78
610,723,611,622,551,122,0,0,0,80
610,724,611,622,550,125,0,0,0,82
611,724,612,622,550,127,0,0,0,82
612,724,612,623,550,119,0,0,0,78
612,724,612,622,550,113,0,0,0,80
612,724,611,623,550,114,0,0,0,88
610,722,612,624,550,126,0,0,0,94
606,724,610,623,552,127,0,0,0,101
608,725,611,624,551,130,0,0,0,100
609,724,612,623,552,126,0,0,0,100
609,724,611,623,552,125,0,0,0,97
609,725,612,623,552,122,0,0,0,102
609,725,612,623,551,135,0,0,0,105
609,724,611,623,551,138,0,0,0,105
610,725,611,624,553,140,0,0,0,107
608,725,612,624,553,147,0,0,0,107
610,724,612,623,553,137,0,0,0,110
609,724,612,623,553,128,0,0,0,110
609,725,613,624,553,140,0,0,0,114
609,725,611,622,552,146,0,0,0,112
610,725,612,623,553,148,0,0,0,116
609,724,613,623,553,150,0,0,0,111
610,725,612,622,553,142,0,0,0,109
610,725,611,622,553,133,0,0,0,113
609,725,612,623,554,139,0,0,0,113
610,725,612,623,554,149,0,0,0,116
610,725,612,623,553,147,0,0,0,116
609,725,612,623,554,150,0,0,0,117
610,725,612,623,554,148,0,0,0,116
610,724,612,622,553,141,0,0,0,111
610,725,611,622,554,135,0,0,0,115
609,725,612,622,554,145,0,0,0,119
609,725,612,622,553,147,0,0,0,118
610,725,612,623,553,150,0,0,0,119
609,724,612,623,555,151,0,0,0,118
610,724,613,623,553,147,0,0,0,115
609,724,612,622,554,139,0,0,0,117
610,725,613,623,555,135,0,0,0,123
609,724,613,621,554,153,0,0,0,122
607,724,612,621,556,150,0,0,0,123
607,724,612,622,555,150,0,0,0,122
607,724,612,622,555,149,0,0,0,124
608,724,614,623,554,148,0,0,0,122
609,725,613,622,555,146,0,0,0,119
605,725,612,621,557,138,0,0,0,124
608,725,613,622,556,152,0,0,0,123
607,724,613,623,555,151,0,0,0,125
607,724,612,621,555,153,0,0,0,126
607,724,612,623,556,151,0,0,0,118
608,725,613,623,556,151,0,0,0,120
607,724,612,622,556,145,0,0,0,119
608,724,613,622,556,141,0,0,0,124
607,723,614,623,557,153,0,0,0,125
608,724,614,622,555,158,0,0,0,128
607,725,613,621,557,154,0,0,0,130
607,724,614,622,556,155,0,0,1,124
608,725,613,622,556,157,0,0,0,120
609,724,613,621,555,143,0,0,0,125
608,723,613,620,556,156,0,0,0,126
606,724,614,618,556,155,0,0,0,130
607,725,613,618,556,158,0,0,0,127
607,725,613,619,556,161,0,0,0,126
607,725,613,616,557,154,0,0,0,122
607,724,613,614,557,145,0,0,0,120
606,724,613,614,557,164,0,0,0,125
607,725,614,617,556,161,0,0,0,120
608,724,613,618,557,158,0,0,0,123
608,723,614,617,557,158,0,0,0,118
608,725,613,616,558,155,0,0,0,125
609,724,614,617,557,143,0,0,0,127
607,724,614,618,558,159,0,0,0,130
608,724,614,618,558,163,0,0,0,126
608,724,615,618,557,161,0,0,0,126
609,724,615,619,557,160,0,0,0,125
609,723,615,618,558,162,0,0,0,120
609,723,615,618,558,161,0,0,0,122
609,724,615,618,559,156,0,0,0,129
608,724,615,618,558,167,0,0,0,126
608,724,615,618,558,163,0,0,0,126
609,724,614,618,558,163,0,0,0,128
609,723,615,619,558,163,0,0,0,121
609,724,614,619,559,155,0,0,0,126
609,723,614,619,558,156,0,0,0,129
609,723,615,619,558,164,0,0,0,132
610,723,614,620,557,163,0,0,0,130
610,724,615,619,558,160,0,0,0,128
610,723,615,618,559,165,0,0,0,120
609,723,615,618,558,158,0,0,0,129
610,722,615,619,558,167,0,0,0,132
610,723,616,620,559,165,1,0,0,130
610,723,616,620,559,167,0,0,0,132
611,723,615,618,559,164,0,0,0,124
610,724,616,618,559,164,0,0,1,123
610,723,616,619,558,159,0,0,0,131
610,724,615,619,559,167,0,0,0,132
610,723,616,618,559,166,0,0,0,131
611,723,616,619,559,163,0,0,0,133
610,723,617,618,559,164,0,0,0,122
611,724,617,619,559,162,0,0,0,130
610,724,617,619,559,155,0,0,0,134
610,723,618,619,559,168,0,0,0,134
609,723,616,619,560,168,0,0,0,133
609,724,616,619,560,168,0,0,0,134
610,723,616,619,560,171,0,0,0,129
610,723,617,619,559,170,0,1,0,128
610,723,617,619,560,160,0,1,0,133
610,722,617,619,559,168,0,0,0,133
611,722,617,620,559,168,0,0,0,131
612,719,617,620,558,166,0,0,0,132
612,718,617,619,558,166,0,0,0,125
614,724,614,612,551,167,0,0,0,113
619,729,614,614,552,160,0,0,0,111
620,728,615,615,553,117,0,0,0,45
620,727,617,618,556,115,0,1,0,62
621,727,618,619,555,103,0,0,0,67
620,727,617,617,555,124,0,0,0,70
619,726,617,619,556,136,0,0,0,74
618,726,618,620,556,125,0,0,0,80
616,723,618,618,556,124,0,0,0,86
612,718,617,617,557,147,0,0,0,109
614,719,619,618,557,144,0,0,0,103
616,721,618,619,555,149,0,0,0,73
617,722,619,620,557,131,0,0,0,78
617,721,619,619,557,119,0,0,0,78
618,722,620,620,557,117,0,0,0,80
617,722,620,620,557,122,0,0,0,73
618,722,619,620,556,129,0,0,0,74
617,723,619,620,556,126,0,0,0,73
618,722,620,621,557,135,0,0,0,76
619,723,621,621,557,131,0,0,0,78
619,722,620,622,558,126,0,0,0,80
619,722,619,622,557,124,0,0,0,84
618,723,620,621,557,140,0,1,0,84
618,722,619,621,557,146,0,0,0,82
617,722,620,621,558,146,0,0,0,86
613,718,620,618,558,149,0,0,0,110
599,694,619,600,555,142,0,0,0,150
577,692,610,594,554,151,0,0,0,155
604,720,606,603,552,173,0,0,0,88
615,731,612,608,550,183,0,0,0,93
627,744,600,601,526,94,0,0,0,16
