Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
498,392,660,525,446,568,545,498,446,480
498,392,673,526,446,568,544,497,447,480
498,392,673,527,446,568,545,498,448,483
498,393,672,527,447,569,544,498,447,483
499,392,673,525,447,568,543,497,447,482
498,393,672,526,447,568,543,498,448,481
498,392,672,525,447,568,543,497,447,482
499,392,671,525,447,568,543,498,447,484
499,392,672,526,449,569,544,498,448,483
500,393,673,525,449,567,542,496,447,483
499,391,671,525,448,567,542,496,447,483
500,392,672,525,447,568,542,497,448,482
500,391,672,526,449,568,543,497,448,483
500,391,671,526,449,569,543,497,448,484
501,391,672,527,448,569,543,499,447,485
501,391,671,526,448,568,542,498,448,484
500,391,672,526,448,567,542,497,448,483
501,391,672,525,448,567,542,497,448,484
501,392,672,526,450,569,543,498,448,485
500,392,672,526,450,569,544,499,449,485
500,393,672,527,449,568,543,498,448,485
501,392,672,527,450,569,543,498,449,485
499,391,672,526,448,568,542,498,449,485
500,392,672,526,450,568,543,498,448,485
500,392,672,526,451,570,545,499,448,487
500,393,672,527,451,569,544,498,447,487
500,393,672,526,451,569,544,498,448,486
501,393,672,526,450,568,544,497,448,485
501,395,672,527,450,569,544,498,448,488
501,394,671,527,451,569,545,499,448,487
501,396,671,526,451,569,543,498,448,486
500,395,671,526,450,569,543,499,450,486
501,394,671,525,450,569,542,499,450,486
501,394,671,526,450,568,544,501,449,488
502,395,670,527,450,569,545,500,449,487
501,396,670,526,451,569,544,502,450,487
501,395,670,526,449,569,544,501,448,488
501,395,670,526,451,568,544,500,449,486
501,393,671,526,450,568,544,500,450,488
501,393,670,526,451,568,545,501,450,488
500,394,671,526,451,570,545,501,451,489
499,393,669,526,452,569,543,501,450,487
500,394,670,526,451,568,544,501,450,487
501,393,670,526,450,568,544,500,451,489
499,394,670,525,451,568,544,501,450,489
500,393,670,526,452,569,545,501,450,490
500,395,669,525,454,569,546,501,451,490
502,394,669,525,452,569,544,501,451,488
502,396,670,526,454,569,546,501,452,490
503,395,669,528,453,569,545,501,452,491
502,396,669,528,454,569,546,501,452,491
502,397,669,527,454,569,545,502,451,491
503,395,670,526,454,569,544,501,452,491
502,397,670,526,454,569,544,501,453,491
503,395,672,526,456,571,545,502,453,491
504,398,671,526,455,570,545,502,453,492
504,398,670,527,456,572,545,502,453,493
504,399,670,527,456,571,546,502,454,493
