Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
532,474,618,534,584,539,283,519,456,577
532,481,619,538,585,540,279,518,462,577
535,489,620,539,582,534,245,512,458,573
532,483,618,537,584,538,275,520,460,577
532,475,619,534,586,538,286,518,461,578
530,477,618,536,585,540,287,520,464,579
533,480,620,538,586,540,283,519,463,577
535,489,619,539,580,538,262,516,448,571
533,483,619,539,582,539,284,520,463,576
529,475,618,533,583,540,291,519,460,577
529,475,619,531,584,542,292,521,460,577
529,477,619,534,584,541,295,521,464,578
531,486,620,538,581,537,269,517,463,575
531,488,619,539,583,539,264,518,458,576
529,475,619,533,582,541,293,522,462,579
527,474,618,533,582,542,296,522,460,578
528,475,619,532,583,543,297,521,463,579
530,483,619,535,584,541,286,521,465,577
532,489,619,539,583,535,256,514,460,575
530,481,619,536,583,541,291,522,460,578
528,476,618,534,583,542,300,524,462,578
529,473,618,534,583,541,300,523,465,579
531,481,619,536,584,543,299,522,467,579
533,491,619,538,583,533,248,511,460,573
532,483,618,537,584,541,286,521,452,577
529,473,619,533,582,543,300,521,463,579
530,472,619,533,583,543,302,521,465,579
530,472,620,531,584,543,304,523,466,578
532,483,619,538,584,542,289,519,463,579
533,488,620,539,584,539,266,518,467,577
530,477,620,534,583,542,301,524,463,579
530,473,619,533,583,544,304,523,465,579
530,477,620,534,583,544,304,524,467,578
532,480,621,537,585,543,303,523,469,578
533,488,621,537,583,536,260,517,459,576
532,480,622,535,581,545,295,521,456,575
529,470,621,532,580,545,307,523,461,577
528,471,622,532,581,546,318,525,467,578
527,474,620,532,582,547,318,527,468,578
530,484,620,537,582,542,289,522,466,576
531,485,622,536,582,544,296,524,466,575
533,486,621,538,583,546,294,524,460,575
531,475,621,533,584,547,305,527,462,577
529,475,621,534,584,546,314,530,464,577
532,487,621,538,583,541,275,520,462,574
535,491,621,538,581,537,248,514,454,568
533,488,622,538,582,541,264,518,456,573
532,477,621,534,583,544,294,525,454,576
530,477,621,534,583,547,305,526,458,576
533,489,622,537,581,543,268,518,453,569
534,491,621,538,582,538,246,513,453,569
532,480,622,535,582,546,291,524,454,576
529,474,621,533,583,548,310,526,458,576
532,486,622,537,583,545,288,524,459,576
534,490,621,538,584,541,256,518,455,571
531,480,622,535,583,546,297,525,455,576
530,476,621,536,583,546,308,528,456,576
531,479,622,534,584,546,311,527,459,576
533,489,621,538,583,541,268,520,455,571
535,490,621,538,584,540,247,517,452,571
532,480,621,536,585,545,294,527,453,576
531,476,621,533,584,546,304,528,455,576
531,476,621,535,584,549,307,528,456,577
531,483,621,537,584,547,300,528,457,578
533,489,621,539,584,543,257,520,451,571
531,478,622,538,585,550,299,529,454,577
529,473,620,536,584,550,309,530,456,578
528,470,620,535,583,550,311,529,457,578
530,476,619,537,584,549,304,528,459,579
533,483,621,538,584,544,262,520,452,573
531,472,620,537,584,550,297,528,455,578
530,466,620,537,583,550,308,529,457,579
528,466,620,537,583,551,311,529,459,580
529,466,620,537,583,552,310,529,458,579
531,468,620,537,583,552,304,530,458,579
532,474,620,539,582,546,267,522,442,577
531,467,619,539,584,550,290,528,442,578
529,464,621,539,584,552,304,529,456,579
529,464,620,538,584,552,307,529,456,581
528,465,620,538,585,554,306,529,457,580
529,467,621,538,583,553,306,530,457,579
531,473,621,539,583,547,269,522,439,573
530,469,620,539,583,551,284,528,439,577
529,464,621,537,583,552,297,529,440,577
529,464,621,536,584,553,303,529,440,579
530,467,621,538,583,553,303,529,441,578
529,465,621,538,584,553,305,529,442,578
532,472,622,540,583,552,286,527,440,576
533,476,622,540,580,544,242,520,431,570
531,467,621,540,584,552,285,528,433,575
529,463,622,538,584,553,294,528,435,576
528,465,622,538,584,553,299,529,436,577
530,465,621,537,584,555,296,529,436,577
530,465,622,539,584,554,298,530,440,577
532,470,622,541,582,546,258,523,432,570
531,466,621,541,584,553,269,527,432,575
528,457,621,538,583,555,293,529,432,577
530,456,622,537,584,554,291,529,435,576
529,457,621,538,586,555,292,531,438,576
528,456,620,538,583,555,292,530,436,578
526,455,620,537,583,556,286,530,438,578
528,455,620,537,583,556,279,530,433,578
531,459,620,540,580,549,241,521,425,572
531,458,621,541,583,550,245,523,426,575
531,458,622,540,583,551,261,526,428,577
531,458,622,539,583,551,264,525,427,577
531,459,623,541,583,552,265,526,429,577
532,461,622,540,582,551,264,526,431,577
533,467,623,542,581,543,234,516,425,570
532,466,622,541,583,546,233,522,423,570
531,459,622,540,583,550,261,525,426,574
531,457,622,539,583,552,267,526,425,576
530,458,621,539,583,553,268,527,427,576
529,453,622,539,583,553,271,526,430,576
531,462,620,540,583,549,247,523,427,574
533,464,621,542,581,543,223,518,425,569
530,449,621,539,583,552,252,524,428,576
528,447,621,535,581,552,251,525,427,578
527,447,621,534,580,553,250,525,427,577
529,447,620,536,579,553,249,527,426,577
