Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
544,664,690,640,697,173,17,26,15,266
544,663,691,641,696,171,16,24,16,267
544,663,690,639,697,172,17,25,15,267
542,662,690,639,697,169,17,26,14,267
543,662,690,637,697,168,17,24,16,264
542,661,690,637,698,171,16,29,15,268
544,662,691,638,698,177,16,24,15,272
542,662,690,637,698,175,17,26,15,269
543,661,691,636,699,177,16,28,16,269
543,660,691,636,698,178,16,29,16,270
542,660,690,636,699,178,17,29,15,268
542,659,692,637,700,185,16,25,14,273
541,660,691,636,699,183,16,28,16,270
541,660,690,634,699,184,17,30,15,269
541,660,691,633,700,182,17,32,14,270
542,661,691,634,702,183,17,31,16,270
541,661,691,634,701,187,17,27,17,276
540,661,691,633,702,186,17,28,15,275
540,660,690,634,701,186,17,31,14,271
540,660,691,632,702,183,18,30,15,273
541,660,690,631,703,181,17,31,15,268
541,658,691,633,702,181,17,31,16,271
541,658,692,633,702,186,17,27,16,276
540,657,693,632,703,184,16,32,16,278
539,658,691,632,703,181,16,32,15,275
538,657,691,633,704,181,18,33,15,277
537,657,691,633,703,180,17,35,16,273
537,656,691,632,703,179,16,34,16,276
538,656,692,632,704,179,16,32,16,280
538,656,690,634,704,183,17,27,15,275
537,656,691,632,704,181,16,36,16,276
537,657,691,633,703,182,17,41,15,279
538,657,690,632,704,183,16,41,15,282
535,657,690,632,703,179,17,42,15,281
536,657,691,633,703,184,17,33,17,284
535,656,690,633,703,186,17,27,15,282
535,657,692,633,703,187,17,33,15,285
534,655,691,632,705,190,18,42,16,284
534,655,691,632,704,185,17,43,16,281
535,655,691,632,705,188,17,41,15,284
535,655,691,632,703,186,16,41,15,279
534,655,693,632,704,188,16,33,16,284
534,653,693,633,705,194,17,31,15,284
533,651,693,631,704,195,17,43,17,287
532,652,693,631,703,185,16,40,16,278
533,652,692,630,703,185,16,42,15,277
534,653,693,631,702,176,16,42,15,277
533,651,693,632,703,184,18,40,15,275
534,652,693,633,703,191,17,30,15,280
534,651,692,631,702,187,17,42,16,277
534,651,693,632,703,186,17,43,16,276
533,652,692,632,702,187,17,42,16,276
533,651,694,632,703,186,16,42,16,278
534,652,695,632,704,190,17,32,15,282
534,650,695,633,703,192,17,33,16,282
533,651,695,633,701,189,16,41,15,279
534,651,695,632,701,186,16,42,16,272
533,650,695,632,703,183,16,43,17,276
534,651,695,633,702,183,17,44,15,274
534,652,695,633,702,186,17,37,14,280
534,652,694,634,702,191,16,29,16,284
534,652,696,634,701,191,17,44,16,284
535,651,694,633,701,190,17,45,16,283
533,652,694,633,702,188,17,45,15,277
533,651,695,633,702,194,18,42,16,284
535,653,695,634,704,195,16,32,15,290
534,652,694,634,703,198,17,43,16,294
533,652,695,633,703,199,17,44,16,292
534,652,695,634,703,200,17,48,16,291
535,651,696,634,702,202,17,33,16,293
536,652,696,635,702,205,17,29,16,295
535,652,696,635,703,203,17,44,16,299
536,652,696,635,703,200,19,44,16,287
534,652,697,635,703,199,17,44,14,288
535,652,696,635,703,202,17,39,15,291
536,654,695,636,703,199,17,28,15,292
536,652,696,636,703,197,17,31,16,295
536,652,695,635,703,197,17,40,17,283
535,652,695,634,705,199,17,43,16,290
532,649,696,634,705,198,17,42,16,287
530,646,696,635,705,197,17,41,16,288
532,647,696,635,705,201,17,29,15,291
532,647,697,634,705,203,16,44,15,291
529,647,697,633,707,193,16,43,17,289
530,646,696,633,704,192,18,44,15,272
526,645,696,633,704,187,18,46,16,275
522,645,697,633,705,169,17,42,16,282
521,645,697,634,707,178,18,44,16,286
523,644,697,635,704,182,17,32,17,288
525,645,696,635,705,175,16,44,16,290
526,645,695,635,705,171,17,43,16,281
526,646,697,635,706,172,19,45,16,281
527,646,696,636,706,173,17,46,16,279
528,647,695,635,705,173,18,42,15,281
529,648,694,635,706,175,17,27,16,280
529,649,697,635,706,189,17,31,15,284
530,649,695,635,706,180,18,42,16,278
529,647,695,635,707,193,17,43,17,278
530,648,695,635,707,182,17,45,16,275
530,648,695,635,707,194,17,44,15,281
531,648,696,635,706,195,16,32,17,285
530,647,696,636,706,196,16,40,15,284
530,646,696,637,707,195,17,46,16,281
526,643,698,635,707,187,17,43,16,282
525,643,697,635,707,176,18,46,16,284
524,640,697,635,707,172,17,44,16,279
526,640,698,634,708,173,18,45,16,282
527,642,698,635,708,176,16,31,15,286
530,645,697,635,708,178,17,42,16,289
530,647,695,634,707,175,18,43,15,289
529,650,694,635,710,175,17,42,16,298
530,647,695,636,709,182,17,42,16,293
525,647,696,634,709,173,17,42,15,295
521,641,697,634,710,171,17,43,15,284
519,638,697,634,710,175,16,33,15,277
523,638,697,634,710,179,19,26,15,279
522,637,697,634,710,179,17,40,16,281
523,639,697,634,710,178,16,43,16,282
525,640,697,633,710,179,16,43,16,283
524,642,697,633,711,182,17,44,16,289
525,642,697,634,711,185,16,33,16,287
525,642,695,634,710,189,16,35,15,286
525,640,697,634,711,184,17,43,15,285
525,640,697,633,710,187,17,44,16,281
523,639,697,632,711,188,18,44,16,286
522,638,698,633,711,182,17,45,15,282
525,638,698,633,711,184,16,44,16,283
526,638,699,634,712,190,18,32,16,285
528,638,698,633,710,195,18,31,16,286
530,637,698,634,709,198,16,42,15,285
530,638,698,634,710,196,16,43,16,280
531,638,697,634,709,194,16,42,16,268
531,639,698,634,710,199,17,42,16,281
531,640,698,634,710,200,16,28,15,284
531,639,699,634,708,202,17,34,15,286
531,639,698,634,708,202,17,41,15,282
532,639,699,634,709,205,18,43,16,280
531,638,700,635,709,206,16,43,15,282
533,624,705,633,700,213,17,40,16,287
528,642,690,635,709,189,17,24,16,297
532,643,695,635,708,203,17,22,16,293
533,645,696,634,708,212,17,27,15,296
533,639,702,634,705,215,19,41,15,298
535,643,701,633,706,215,17,41,16,276
535,644,699,634,704,216,17,31,16,274
535,643,700,634,702,215,16,24,15,272
538,646,696,633,691,181,16,19,16,259
538,645,697,633,695,185,16,22,17,258
536,644,699,633,697,200,16,31,16,259
537,644,700,635,697,201,17,28,15,262
538,645,699,635,697,202,16,24,15,264
537,645,698,635,696,206,17,24,15,269
539,645,697,636,695,186,17,20,16,261
539,646,697,635,694,181,16,21,15,256
538,646,697,635,696,179,16,20,14,259
538,645,700,634,696,192,17,24,15,257
539,645,699,633,696,180,16,25,15,258
539,644,700,635,696,199,16,19,16,268
539,646,700,635,698,190,17,20,15,267
541,645,699,637,698,192,16,21,16,267
538,645,700,632,700,204,16,29,15,268
540,645,700,635,698,208,16,21,16,272
539,646,699,634,698,202,18,24,16,272
538,645,700,634,700,209,16,27,15,270
539,646,700,635,699,209,17,27,16,273
539,645,700,635,699,213,16,26,16,276
539,644,701,635,699,211,17,26,16,267
539,644,699,635,700,206,17,30,15,265
540,645,700,636,699,201,17,28,15,275
540,646,701,637,698,212,17,23,16,277
541,644,700,636,698,213,17,28,16,280
541,645,700,636,698,215,17,27,15,279
541,646,700,636,698,214,18,27,15,280
541,645,699,636,698,210,17,26,14,274
541,646,700,637,698,212,17,28,14,274
539,645,700,635,698,210,16,27,15,273
540,646,699,636,699,213,17,27,14,278
541,646,700,636,699,213,17,18,15,279
541,646,699,637,699,214,17,20,16,281
541,647,699,636,701,216,16,24,15,285
541,646,699,636,698,214,17,21,16,281
541,646,699,636,698,213,17,18,16,281
541,645,699,635,699,214,16,20,16,278
542,646,699,636,700,215,17,20,16,274
542,645,700,633,700,213,17,23,16,275
541,645,699,632,700,214,17,25,15,272
541,646,701,633,700,215,17,26,15,276
541,645,700,633,699,216,16,24,15,279
540,645,700,631,700,215,16,27,15,272
540,645,699,631,700,214,16,28,16,273
541,645,699,632,700,215,17,29,15,280
541,646,700,633,701,217,16,25,15,281
540,645,699,632,700,214,16,27,15,275
542,646,697,633,699,213,16,27,14,276
542,646,697,636,700,186,17,22,15,267
541,645,699,632,701,206,17,27,17,278
542,642,700,632,702,208,17,27,16,276
542,644,699,634,701,211,16,21,16,281
542,644,699,634,702,215,18,22,15,282
542,644,699,633,700,215,17,22,15,284
544,645,699,633,700,213,16,23,15,284
543,646,699,634,701,211,17,23,15,280
543,647,698,634,700,206,17,21,16,275
543,645,699,634,698,208,16,21,14,273
543,646,699,635,700,210,17,21,15,274
543,645,700,633,699,210,17,21,16,271
543,644,699,633,701,211,17,26,15,273
543,646,701,636,701,214,18,21,16,279
544,645,700,636,700,216,17,23,16,280
543,645,699,636,699,215,18,22,15,279
544,645,698,636,699,213,18,21,15,276
543,645,701,636,700,215,16,22,16,278
544,646,700,635,698,202,16,22,15,277
543,646,698,634,698,200,17,23,15,268
543,646,699,635,698,201,16,24,16,268
544,647,699,636,699,200,16,26,16,268
544,646,699,636,698,212,17,20,15,273
