Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
695,626,617,558,512,182,0,0,0,256
696,626,616,558,511,168,0,0,0,254
695,627,619,559,511,177,0,0,0,253
694,629,614,559,513,170,0,0,0,251
693,629,616,561,515,178,0,0,0,264
695,629,615,559,513,170,0,0,0,264
695,629,617,559,514,172,0,0,0,261
695,629,616,561,514,181,0,0,0,261
694,630,617,562,514,182,0,0,0,266
694,631,617,561,515,177,0,0,0,266
697,631,615,560,515,175,0,0,0,266
696,632,610,560,515,149,0,0,0,256
697,631,612,560,516,162,0,0,0,267
699,630,616,559,515,173,0,0,0,266
698,630,617,560,515,178,0,0,0,272
701,629,613,557,508,165,0,0,0,250
699,629,616,559,510,166,0,0,0,256
700,627,618,559,508,175,0,0,0,241
699,629,613,558,508,148,0,0,0,230
699,627,616,558,507,165,0,0,0,242
701,627,615,557,504,166,0,0,0,242
700,627,615,557,505,148,0,0,0,230
701,627,615,558,504,152,0,0,0,231
700,628,615,557,505,143,0,0,0,228
698,625,617,558,509,167,0,0,0,246
700,626,616,558,503,153,0,0,0,231
700,626,617,558,504,158,0,0,0,239
701,626,614,556,504,138,0,0,0,228
702,626,610,555,493,119,0,0,0,187
702,627,611,552,495,120,0,0,0,192
700,627,612,555,501,131,0,0,0,209
699,628,612,554,502,128,0,0,0,198
701,625,611,553,493,131,0,0,0,176
702,626,613,553,498,143,0,0,0,214
701,626,615,554,501,150,0,0,0,224
703,626,615,556,501,144,0,0,0,226
703,624,614,554,496,131,0,0,0,214
703,626,605,554,500,131,0,0,0,191
702,624,611,554,501,138,0,0,0,204
701,624,613,555,503,145,0,0,0,221
701,625,614,556,503,146,0,0,0,218
703,625,613,556,501,140,0,0,0,223
703,625,613,556,504,136,0,0,0,232
703,624,615,556,500,151,0,0,0,232
701,625,615,556,505,150,0,0,0,238
702,626,611,554,505,141,0,0,0,217
703,623,615,556,502,146,0,0,0,220
703,623,616,557,502,151,0,0,0,222
703,625,616,555,504,147,0,0,0,228
704,623,614,552,494,149,0,0,0,216
704,624,611,554,498,139,0,0,0,189
705,625,611,556,499,122,0,0,0,178
703,624,611,556,503,116,0,0,0,187
704,624,614,556,501,132,0,0,0,208
704,624,614,556,500,140,0,0,0,209
704,625,614,556,502,137,0,0,0,217
704,624,616,557,504,147,0,0,0,228
704,623,617,558,505,165,0,0,0,238
704,624,618,557,506,171,0,0,0,228
703,624,613,557,507,151,0,0,0,221
705,624,614,559,502,145,0,0,0,217
705,621,616,558,498,157,0,0,0,223
706,622,616,558,503,166,0,0,0,229
706,621,616,557,500,171,0,0,0,232
705,622,616,555,497,163,0,0,0,215
705,621,615,556,498,139,0,0,0,196
704,622,612,556,502,135,0,0,0,191
705,621,615,557,497,145,0,0,0,197
706,621,614,556,494,150,0,0,0,208
707,621,615,556,494,154,0,0,0,210
706,621,615,555,495,158,0,0,0,218
706,618,617,555,493,166,0,0,0,217
705,619,618,557,497,161,0,0,0,217
705,620,617,557,498,154,0,0,0,207
706,619,617,557,495,151,0,0,0,206
707,620,617,556,495,162,0,0,0,218
706,620,617,557,496,165,0,0,0,215
706,620,617,557,496,169,0,0,0,221
706,619,617,556,497,170,0,0,0,226
705,621,618,557,505,176,0,0,0,232
705,621,615,556,501,164,0,0,0,212
704,620,618,557,501,160,0,0,0,226
704,621,619,556,505,174,0,0,0,228
703,621,618,556,504,175,0,0,0,233
704,620,618,556,504,177,0,0,0,241
705,621,618,556,506,180,0,0,0,242
705,621,617,555,500,181,0,0,0,227
704,620,618,556,506,169,0,0,0,229
703,619,616,556,506,162,0,0,0,228
706,619,618,557,504,165,0,0,0,226
705,619,618,556,504,180,0,0,0,235
705,620,618,555,501,177,0,0,0,236
705,621,616,555,504,180,0,0,0,234
705,619,616,554,499,155,0,0,0,223
705,617,618,556,501,173,0,0,0,230
705,618,618,556,503,181,0,0,0,231
702,619,619,558,508,182,0,0,0,239
704,616,620,556,507,184,0,0,0,242
705,615,618,556,500,179,0,0,0,244
705,617,618,555,501,180,0,0,0,246
705,616,619,557,500,183,0,0,0,251
705,612,620,554,499,188,0,0,0,253
704,616,620,556,505,188,0,0,0,252
704,616,617,556,503,180,0,0,0,237
704,615,619,556,504,184,0,0,0,245
704,615,622,557,505,190,0,0,0,254
705,613,621,556,502,205,0,0,0,261
705,616,621,556,500,206,0,0,0,259
706,614,620,557,500,191,0,0,0,260
705,615,622,556,502,202,0,0,0,262
702,617,617,557,509,191,0,0,0,261
702,618,617,555,510,178,0,0,0,245
699,619,618,557,512,191,0,0,0,269
700,618,620,557,509,200,0,0,0,264
702,618,618,547,497,187,0,0,0,247
697,617,615,546,502,171,0,0,0,255
700,618,613,543,487,173,0,0,0,203
699,619,615,546,499,143,0,0,0,220
695,620,613,547,504,146,0,0,0,244
690,620,616,549,509,179,0,0,0,274
692,620,617,551,509,196,0,0,0,278
682,623,617,554,519,214,0,0,0,302
684,627,610,554,518,221,0,0,0,293
684,628,605,553,518,214,0,0,0,283
686,627,611,549,517,197,0,0,0,280
684,628,610,550,518,191,0,0,0,281
686,628,610,549,518,202,0,0,0,280
685,629,608,548,517,191,0,0,0,275
687,629,609,549,517,198,0,0,0,277
686,629,608,548,516,200,0,0,0,271
687,629,609,548,516,205,0,0,0,270
688,630,608,549,516,193,0,0,0,268
687,630,610,549,518,184,0,0,0,273
686,631,605,547,517,201,0,0,0,270
686,630,606,548,517,177,0,0,0,267
686,631,607,549,518,186,0,0,0,268
685,631,608,552,518,185,0,0,0,274
684,631,608,551,519,192,0,0,0,274
684,632,607,550,520,205,0,0,0,273
682,631,601,549,519,201,0,0,0,271
