Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
151,305,258,0,371,309,414,712,608,659
147,306,251,0,374,291,391,715,605,661
151,312,249,0,377,281,362,719,599,664
155,313,256,0,381,285,371,724,605,664
156,310,255,0,373,293,394,717,600,653
161,309,259,0,374,308,402,724,585,653
172,297,260,0,391,303,397,728,593,656
177,301,260,0,393,312,404,715,610,659
180,309,264,0,384,316,416,722,609,655
179,312,260,0,381,313,410,722,608,656
186,314,263,0,381,317,413,722,608,656
185,316,267,0,381,320,416,725,604,656
186,318,261,0,371,318,414,726,601,655
186,316,257,0,370,322,417,727,600,654
189,323,257,0,371,320,418,728,603,655
191,321,257,0,371,328,419,728,603,655
185,313,256,0,362,330,421,720,592,645
182,306,258,0,359,343,432,722,556,639
190,309,264,0,362,353,439,726,562,643
193,316,263,0,366,348,432,728,566,649
145,318,260,0,372,347,435,731,559,652
142,311,257,0,367,339,438,736,542,648
144,315,259,0,368,339,436,739,549,651
147,315,260,0,368,334,431,740,553,651
138,318,259,0,373,352,437,735,555,646
114,334,217,0,417,293,414,734,575,670
124,311,241,0,355,333,433,725,551,635
154,320,255,0,370,354,443,712,538,636
161,321,258,0,349,368,447,707,511,638
176,314,263,0,355,376,452,703,514,645
174,314,266,0,357,378,453,703,521,646
180,315,270,0,355,383,455,704,519,645
182,319,268,0,351,385,455,700,520,646
192,318,278,0,354,386,457,704,519,648
185,305,285,0,374,391,456,689,541,643
177,301,265,0,334,375,436,698,531,641
166,305,256,0,337,361,423,705,528,644
174,296,264,0,343,364,434,717,546,642
179,300,267,0,348,369,440,720,545,641
175,305,267,0,350,370,442,719,546,641
179,309,271,0,357,376,445,718,548,644
186,310,273,0,359,379,449,717,546,642
184,311,287,0,358,383,453,712,545,642
187,312,288,0,358,384,456,712,545,643
190,313,289,0,359,386,457,713,544,644
191,313,290,0,362,388,454,711,544,644
193,314,289,0,358,393,457,706,544,643
193,314,289,0,362,394,460,708,544,645
194,317,287,0,366,387,457,713,548,647
193,318,290,0,367,392,459,712,548,647
155,323,272,0,382,374,453,722,555,646
20,316,199,0,416,247,340,731,595,673
0,333,0,0,442,138,0,693,663,740
0,335,132,0,364,302,292,734,607,677
17,320,163,0,341,357,356,734,552,645
10,320,177,0,355,361,366,737,552,653
34,318,177,0,338,368,377,722,542,650
40,323,194,0,352,378,388,721,544,654
54,325,193,0,344,387,393,714,549,657
156,329,210,0,362,395,393,708,543,658
204,323,233,0,354,402,395,709,534,660
211,327,237,0,366,405,398,708,537,662
213,328,243,0,368,409,399,713,539,663
204,324,238,0,371,396,396,726,547,663
195,323,233,0,357,389,396,727,560,654
204,327,240,0,355,399,403,728,556,652
205,329,244,0,358,401,407,731,555,653
209,332,246,0,359,403,408,732,555,653
209,332,248,0,361,403,408,733,556,654
207,332,246,0,368,404,409,734,557,655
211,333,246,0,368,403,410,732,557,655
212,332,247,0,357,403,409,733,555,655
208,333,249,0,360,402,405,734,554,657
196,330,242,0,375,388,401,738,563,660
183,328,245,0,380,391,401,735,575,660
168,330,244,0,380,387,400,737,571,659
138,325,222,0,385,368,381,746,572,664
144,329,226,0,378,380,394,752,562,652
122,326,215,0,385,355,357,752,578,665
145,316,217,0,359,367,367,761,556,659
160,323,224,0,360,372,373,760,561,657
161,326,227,0,362,374,379,760,561,656
162,326,230,0,364,377,383,760,560,654
172,327,232,0,369,385,400,755,555,650
182,332,234,0,375,394,408,750,552,652
194,331,238,0,375,394,404,750,552,657
190,335,234,0,378,388,388,754,555,660
192,333,241,0,379,395,407,750,552,655
194,335,242,0,380,398,412,749,555,657
195,338,244,0,380,396,412,751,557,658
191,337,242,0,379,393,400,752,556,658
197,337,244,0,374,395,402,752,554,657
197,334,243,0,371,394,395,753,555,656
198,337,244,0,373,396,397,754,554,656
197,336,244,0,373,399,408,753,554,657
202,334,245,0,369,402,418,750,552,656
201,336,244,0,359,404,416,749,551,657
204,338,247,0,372,404,419,750,552,657
183,334,224,0,383,375,381,754,566,665
179,337,222,0,382,367,379,760,568,666
184,339,234,0,385,380,398,762,567,664
187,340,238,0,386,383,400,762,566,661
196,341,239,0,383,387,401,762,562,659
194,341,241,0,384,391,408,760,562,658
196,342,244,0,385,394,411,760,561,659
199,342,245,0,382,393,405,760,562,659
198,337,246,0,383,395,397,756,566,662
185,331,234,0,383,381,388,762,567,669
178,335,227,0,388,374,382,768,569,671
180,341,225,0,387,374,384,773,568,676
175,340,216,0,392,365,374,771,570,679
178,341,229,0,387,381,395,770,564,666
186,339,233,0,384,389,404,767,560,663
188,339,235,0,383,393,408,767,558,663
193,340,238,0,381,393,409,766,559,664
193,341,238,0,384,394,413,765,559,665
197,343,239,0,385,396,414,766,561,665
197,342,241,0,385,396,416,766,562,666
198,343,241,0,383,395,415,767,560,665
198,343,241,0,385,400,418,766,561,665
197,344,241,0,384,399,418,766,561,664
198,343,245,0,382,399,417,767,559,664
198,342,242,0,377,399,417,767,559,661
200,342,244,0,380,400,417,768,560,664
202,342,244,0,380,401,419,767,560,664
