Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
393,455,592,535,505,715,753,699,627,631
392,454,592,535,504,716,751,700,626,631
393,454,593,536,505,715,752,699,626,631
394,455,593,536,505,714,753,700,626,630
392,454,593,537,506,714,752,700,627,630
393,456,592,537,505,715,752,700,627,630
393,459,591,534,507,715,752,700,629,631
394,459,592,535,507,714,751,700,627,631
396,459,592,535,507,715,751,699,628,632
397,460,593,536,507,713,750,700,627,631
395,460,593,535,507,713,751,699,625,630
396,459,592,535,506,713,752,700,626,630
389,458,587,527,503,715,752,699,625,627
391,462,584,526,513,714,752,696,624,630
392,468,587,505,514,714,749,679,617,622
388,442,584,515,501,714,751,694,620,621
393,446,588,520,504,715,751,695,622,625
392,447,587,523,504,714,751,695,622,626
390,447,587,525,504,715,752,696,622,625
391,446,588,526,505,715,752,697,623,625
393,447,590,527,505,716,752,697,623,626
390,447,590,526,505,715,751,697,624,626
389,446,591,526,504,715,753,698,623,626
392,447,591,526,505,716,752,698,624,626
388,447,591,526,505,715,752,697,624,626
392,449,591,525,504,715,753,699,624,627
389,448,591,526,504,715,752,698,623,627
391,449,592,527,505,715,751,698,625,627
390,449,590,524,504,717,752,698,626,626
392,450,591,526,505,715,752,698,624,626
389,449,591,526,504,715,752,698,624,626
389,449,591,527,504,715,753,699,623,627
388,451,592,527,503,715,751,698,623,625
375,450,594,529,505,717,752,698,626,627
379,455,591,532,507,718,752,698,627,630
374,455,591,535,511,717,750,698,629,633
374,455,594,535,509,716,751,699,629,633
375,457,595,535,509,717,750,698,628,634
380,456,595,534,509,717,750,699,629,634
380,456,594,535,509,718,751,699,628,633
384,456,595,534,509,717,749,698,627,634
386,456,594,534,509,718,751,698,627,634
383,456,595,534,510,717,752,698,627,633
382,457,593,535,509,716,749,699,628,634
385,459,595,534,511,717,750,698,628,633
389,458,596,533,509,716,750,698,628,634
388,458,595,533,507,718,751,699,626,631
