Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
402,490,562,562,577,616,626,682,645,708
402,491,563,564,577,614,627,683,645,707
401,491,563,563,578,613,625,685,645,706
400,490,562,562,579,613,623,684,645,708
401,491,562,563,579,614,624,683,646,707
399,490,561,562,578,614,625,684,647,709
400,490,561,563,579,616,625,684,646,709
402,492,562,562,578,614,626,683,646,708
405,492,562,563,580,615,626,684,645,707
406,492,563,564,580,615,626,684,646,706
402,491,562,562,579,614,623,685,646,708
402,490,561,562,580,614,625,683,646,708
401,489,561,564,580,615,624,684,645,708
403,490,561,563,581,613,623,684,646,708
405,491,562,564,580,614,626,684,645,708
406,492,562,565,581,616,626,683,645,707
408,492,561,564,581,615,625,683,645,708
404,492,561,564,581,613,623,683,646,709
405,491,562,563,582,611,623,684,645,709
402,491,561,561,581,609,622,683,646,710
405,493,562,561,582,614,624,684,645,708
407,493,564,563,582,614,625,684,645,707
408,493,562,563,582,612,624,685,645,707
404,493,562,563,582,610,623,684,646,708
391,501,552,563,596,602,616,679,647,724
372,586,534,581,643,604,608,641,636,740
392,492,546,575,607,604,613,670,646,712
404,480,550,563,585,596,608,678,646,708
398,478,548,552,581,597,608,682,646,709
407,478,553,553,578,603,614,682,645,702
404,479,549,552,574,598,615,686,646,703
402,481,550,554,576,600,614,687,647,706
407,483,551,556,577,603,618,686,648,707
408,485,555,556,578,604,619,686,647,707
407,485,554,555,579,604,620,686,648,708
405,488,554,554,579,606,621,685,647,709
407,488,555,554,580,605,621,685,648,706
409,489,557,556,580,604,620,685,647,708
410,488,558,556,579,607,622,685,647,707
412,490,561,559,581,606,622,685,646,708
413,489,560,559,581,605,623,686,647,707
413,488,562,559,580,605,623,686,647,706
409,489,561,558,582,606,622,686,648,708
411,492,561,558,583,607,622,686,649,707
407,491,556,558,584,600,616,686,649,709
413,492,559,560,584,602,620,686,649,709
413,491,559,560,583,602,618,686,648,708
412,493,557,559,585,601,616,683,649,707
410,490,557,560,584,602,617,686,649,706
411,490,559,560,583,604,620,685,648,712
411,491,561,563,583,604,620,685,647,708
412,492,561,563,583,603,620,686,649,709
415,493,561,564,586,603,620,686,648,702
413,491,559,563,585,599,617,686,648,703
411,491,558,563,584,599,616,686,648,706
411,490,558,562,584,599,616,686,648,707
411,492,558,562,583,603,621,686,648,707
414,493,561,564,584,602,618,685,647,708
416,495,560,560,585,604,620,685,647,709
412,494,558,562,585,604,617,685,646,706
415,495,561,562,586,602,619,684,647,708
411,496,558,563,586,597,616,685,647,707
408,496,556,561,587,596,613,685,648,708
407,494,553,557,583,595,615,686,647,707
408,494,555,558,585,597,615,686,648,708
410,494,556,559,584,595,615,687,648,707
409,494,556,560,586,595,615,687,647,707
409,494,554,560,585,595,616,687,647,708
409,493,554,559,584,595,616,687,647,724
406,494,551,556,587,594,609,684,646,740
407,496,547,555,588,592,602,684,648,712
407,497,549,561,596,594,607,672,646,708
410,502,544,563,599,590,592,666,648,709
413,501,551,562,597,592,598,672,647,702
418,502,557,567,598,599,606,669,642,709
418,500,557,566,595,596,609,672,644,709
417,500,555,556,587,597,609,674,645,708
421,501,556,560,588,600,610,675,645,707
418,500,557,560,588,596,608,675,644,706
416,499,553,559,588,593,606,677,645,708
415,499,553,559,588,592,607,678,645,708
418,501,556,560,590,599,611,678,645,708
417,496,554,560,588,593,605,680,647,708
417,498,556,560,588,594,608,680,646,708
415,497,555,558,586,595,611,682,647,707
418,497,556,560,587,594,611,680,647,708
411,505,546,563,596,588,595,676,648,709
414,507,546,567,598,588,593,674,646,709
416,508,544,569,598,574,584,675,647,710
408,508,538,566,596,573,582,678,648,708
414,507,541,567,596,576,588,679,649,707
419,508,544,568,595,584,594,679,648,707
422,509,551,564,595,592,606,678,647,708
