Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
494,446,463,321,481,598,605,519,563,602
493,444,461,318,480,599,604,516,562,601
493,443,462,318,477,599,604,515,564,601
494,444,463,318,478,599,603,518,564,601
492,444,464,314,475,600,604,517,565,602
491,441,460,311,477,597,605,517,566,601
491,442,461,310,476,597,606,518,567,601
494,442,461,313,477,598,604,517,567,602
493,440,461,312,477,598,606,516,567,602
492,441,463,314,476,598,607,517,565,603
493,442,464,314,477,598,605,518,565,603
493,442,464,316,477,598,605,518,566,601
492,443,461,315,476,597,606,518,566,602
492,441,463,317,476,597,609,520,562,601
493,440,465,319,475,598,608,516,563,600
492,439,464,316,477,598,608,517,564,601
493,439,465,317,479,599,606,518,564,603
488,438,462,314,476,595,606,518,577,609
492,441,465,310,481,594,596,517,564,608
498,439,474,311,476,604,608,517,534,591
500,441,478,328,480,604,613,521,516,584
493,442,466,322,482,598,603,521,543,597
493,439,464,316,476,599,609,515,545,594
494,440,464,320,478,598,608,518,546,595
494,439,464,323,477,597,609,519,548,596
494,439,465,328,478,598,611,515,547,595
495,439,465,327,479,600,610,517,547,597
493,439,465,322,479,596,607,519,550,599
491,438,464,319,477,596,613,516,551,596
491,439,463,324,478,597,613,519,553,596
493,439,465,326,480,595,607,516,552,597
490,435,460,319,476,596,613,515,564,597
491,435,463,316,477,598,616,514,552,597
490,438,461,320,475,599,614,517,554,595
490,438,461,318,474,597,614,516,557,596
490,437,460,317,474,595,611,519,559,595
491,439,460,320,475,594,614,519,557,595
489,439,460,319,473,595,613,516,557,595
489,441,461,320,473,595,612,513,558,595
489,439,462,319,472,595,612,515,559,595
490,440,461,316,475,597,612,516,558,596
488,440,463,315,475,598,617,515,552,593
490,441,465,317,476,600,624,518,558,595
491,439,467,319,474,600,625,518,553,592
491,439,467,320,474,601,629,515,551,592
491,438,467,322,471,603,633,514,549,594
497,427,473,316,459,609,637,510,532,580
496,427,471,325,458,608,652,515,522,580
489,426,465,316,457,607,652,515,543,584
491,430,467,323,460,607,646,517,548,586
492,441,467,328,474,602,633,514,546,587
492,442,468,330,475,599,627,514,546,589
491,440,466,319,473,599,625,515,551,590
490,439,466,321,471,600,628,512,550,591
489,440,465,324,473,599,627,512,556,593
489,440,466,331,474,599,628,514,557,593
490,438,467,331,473,600,628,512,554,591
489,437,467,329,471,602,634,514,558,592
489,442,467,331,472,598,620,510,554,593
490,442,467,326,472,599,625,512,556,593
489,443,462,330,476,590,610,511,556,596
490,446,468,337,478,595,618,514,555,593
490,445,466,330,477,596,619,511,558,595
490,441,465,331,472,595,620,510,553,593
490,441,467,339,476,599,628,517,558,593
490,439,467,335,474,596,617,512,556,591
492,441,464,336,473,592,610,508,550,588
492,442,465,340,476,590,610,512,556,591
492,440,464,334,473,593,618,511,556,591
490,444,464,330,472,594,615,508,556,592
491,440,464,326,468,596,620,510,556,591
492,442,466,328,469,596,619,513,556,591
492,442,465,328,468,596,619,512,557,592
492,444,465,331,473,596,618,512,555,593
492,442,465,331,472,595,619,514,558,595
491,442,465,331,472,596,619,513,557,595
491,442,465,331,472,596,619,510,557,594
491,441,463,329,471,597,620,509,555,594
492,442,463,324,468,596,621,509,556,595
492,441,465,324,469,598,621,509,556,593
490,441,467,328,473,596,621,510,557,595
491,442,464,329,474,596,620,514,557,593
493,442,465,334,473,596,621,513,557,593
493,443,464,332,473,595,620,512,557,594
492,443,464,330,474,596,619,512,557,594
493,441,463,327,472,597,621,510,557,594
492,442,463,327,473,596,620,509,556,594
492,441,464,327,473,597,619,508,558,593
492,441,464,326,472,596,619,510,557,594
493,442,464,327,471,596,619,509,557,594
493,442,465,327,472,596,618,510,559,595
492,440,465,320,474,597,618,512,558,595
493,441,465,320,474,596,617,512,558,594
491,441,465,320,474,595,618,513,558,594
492,442,464,325,473,594,618,513,559,595
492,442,467,328,476,596,618,513,558,594
492,443,464,329,473,596,617,511,558,594
492,441,463,325,471,595,617,510,557,594
492,441,467,315,472,598,608,510,554,598
496,443,468,317,474,601,601,510,548,602
495,441,465,322,472,594,615,514,555,594
494,445,465,327,473,595,615,514,555,593
494,444,465,326,473,597,614,513,556,593
495,444,463,325,473,596,612,509,556,596
495,445,464,325,469,597,615,507,557,594
494,444,464,326,472,596,613,508,558,595
494,443,464,326,472,597,613,508,558,596
493,445,466,325,471,597,615,509,558,595
493,445,466,329,473,595,614,513,558,595
494,445,466,333,474,595,614,513,558,594
493,444,466,331,472,595,614,512,558,594
493,443,466,329,473,596,614,510,557,594
493,443,466,328,471,595,613,507,558,595
492,444,466,328,472,596,613,507,558,595
492,444,465,327,473,596,613,508,558,596
493,444,466,329,473,595,615,508,558,595
493,444,465,330,473,593,612,513,558,595
493,445,466,331,473,593,613,513,558,594
494,444,466,330,473,594,614,512,558,594
494,443,465,330,471,594,614,510,557,595
493,444,465,325,471,594,613,509,558,594
494,443,465,324,472,595,614,510,559,594
492,444,465,326,473,596,614,511,559,594
492,445,467,328,473,595,614,511,559,594
493,444,467,331,473,594,613,511,559,593
493,446,465,333,474,594,613,512,558,593
494,445,465,330,473,595,613,510,559,593
495,444,465,328,473,595,614,510,559,594
494,443,465,327,474,595,614,511,559,594
495,445,465,326,473,596,613,511,558,594
494,444,465,325,474,596,614,510,560,594
494,444,466,329,473,595,614,513,560,593
494,445,466,329,475,594,613,512,559,594
495,445,465,329,474,594,617,511,560,594
494,446,465,329,474,595,616,510,559,595
494,446,465,328,475,595,616,512,560,594
494,447,466,325,475,596,615,512,559,595
493,445,466,325,475,595,613,510,559,594
493,445,464,327,475,594,613,513,562,595
496,446,465,331,474,593,613,513,562,596
495,446,464,330,475,593,613,512,561,594
493,449,463,329,475,594,616,511,561,595
494,448,464,328,475,595,616,510,563,596
494,445,464,326,475,596,616,511,562,596
495,446,466,325,475,596,616,512,562,596
494,447,465,325,474,596,617,513,563,596
494,448,465,325,476,595,613,512,563,596
494,447,465,325,475,594,613,513,563,596
494,447,465,326,474,596,613,513,564,596
494,446,464,326,475,595,613,512,564,597
493,447,464,326,474,595,613,511,563,596
494,446,466,324,475,595,616,510,562,596
493,447,465,325,475,595,615,511,565,597
493,447,464,325,473,595,613,512,564,596
493,447,464,326,475,594,614,513,564,595
494,447,463,328,475,592,613,513,564,596
494,447,463,327,473,594,612,513,563,595
493,448,463,325,474,593,612,510,563,596
494,447,460,325,473,594,615,508,562,596
493,446,461,325,474,594,615,508,564,596
494,446,462,326,473,594,615,510,564,596
493,447,463,327,473,593,614,510,564,596
495,447,464,329,474,591,609,512,564,596
495,445,463,334,473,590,610,512,563,593
495,446,465,332,473,592,614,511,552,602
495,447,467,330,474,600,603,508,536,601
496,448,468,329,475,598,598,507,545,597
494,447,468,327,472,594,609,509,552,592
495,448,465,328,471,594,610,509,554,591
494,449,464,326,471,591,609,512,554,591
494,448,464,325,471,590,609,512,556,592
494,448,464,325,472,590,609,510,556,593
494,447,462,324,472,590,612,509,555,593
495,447,463,324,472,591,610,509,556,594
494,449,462,324,473,591,610,510,556,594
493,449,464,324,473,591,611,509,556,595
494,449,465,325,473,591,609,510,558,594
494,450,464,329,475,589,608,511,561,594
494,448,463,331,474,589,610,510,559,594
494,449,461,325,474,590,610,511,561,596
494,449,460,327,472,590,609,509,560,595
493,449,462,325,474,590,609,510,559,595
495,448,462,326,475,590,610,509,561,595
494,448,462,328,475,589,611,511,561,594
494,448,463,332,476,588,611,512,561,594
494,449,464,334,476,589,610,514,560,593
494,449,461,330,474,589,611,512,561,596
494,448,461,326,474,589,610,510,561,595
494,448,462,327,474,589,609,510,561,596
494,449,461,322,475,588,608,511,562,595
494,450,461,324,475,588,609,511,561,595
493,450,459,325,475,584,609,514,563,594
495,449,461,329,475,584,605,515,562,593
494,450,460,328,473,586,607,515,561,593
494,449,460,324,474,587,608,513,562,594
494,449,460,326,473,587,608,512,562,595
493,448,458,322,472,588,609,510,563,595
493,448,460,321,473,588,608,512,562,596
493,448,461,321,473,588,609,511,562,595
494,448,460,322,473,588,610,513,563,596
494,450,460,324,475,586,610,515,562,595
494,451,459,327,474,586,610,515,563,595
495,450,459,325,475,587,610,514,563,595
494,450,459,324,474,589,609,513,562,596
495,449,460,325,473,589,608,512,563,596
493,448,461,319,475,590,608,511,563,595
494,449,458,322,475,588,607,511,564,596
494,450,458,324,475,588,610,513,564,595
494,452,461,324,475,587,609,515,563,595
495,451,459,325,474,587,608,513,564,596
495,451,460,325,472,587,609,511,564,595
494,451,458,322,474,587,609,510,564,596
495,452,459,319,474,587,608,510,563,596
494,450,457,320,473,588,608,511,564,596
494,452,459,322,474,585,608,512,565,595
494,452,459,323,474,585,605,513,566,594
493,451,458,323,472,586,605,512,566,595
493,451,457,323,473,587,608,510,566,595
494,450,458,320,472,588,607,508,566,595
494,450,458,319,473,588,608,510,565,595
494,449,457,318,472,589,608,509,567,596
493,450,458,320,473,587,609,511,566,594
494,450,457,321,473,587,605,512,567,595
493,451,459,321,473,587,605,512,566,595
493,450,458,321,473,587,607,511,566,596
494,450,457,321,472,588,607,509,567,597
494,449,457,320,472,587,608,508,567,597
494,449,457,319,474,588,607,509,567,597
493,450,458,320,473,588,608,511,567,596
494,452,459,321,474,588,604,512,567,597
493,452,458,319,473,584,606,513,566,594
495,451,459,320,473,586,605,514,566,595
494,450,459,320,474,586,605,513,566,595
493,451,457,318,472,588,605,510,568,596
493,450,457,318,473,587,608,509,567,597
493,450,456,318,472,588,608,508,567,597
493,450,457,314,473,588,609,508,567,596
492,451,457,315,473,587,608,510,568,596
493,452,456,318,474,587,605,513,570,596
494,451,457,318,474,586,605,514,568,596
495,451,457,318,472,586,605,512,568,597
495,450,457,318,474,588,607,512,568,597
494,450,457,317,472,588,608,510,568,597
494,450,457,317,473,588,607,509,568,597
494,450,457,316,473,588,609,510,568,597
494,450,458,318,473,588,609,511,569,597
495,450,458,316,473,587,609,515,569,597
494,451,457,320,474,587,605,514,569,597
494,451,457,320,473,587,606,511,569,597
494,450,458,318,473,589,609,510,568,598
495,450,457,318,473,588,607,508,568,598
493,450,457,317,474,590,607,510,569,597
494,451,457,318,473,588,608,510,567,598
493,451,458,320,473,588,608,512,569,597
494,450,459,320,473,586,605,513,569,597
495,451,457,321,474,587,608,511,568,597
493,451,458,319,474,588,609,510,568,598
494,450,456,319,473,589,609,507,567,599
494,450,457,319,474,589,607,508,568,598
494,451,456,317,475,589,609,508,569,598
494,451,457,318,474,588,609,511,568,597
493,451,458,319,475,587,606,512,569,597
493,452,459,320,476,587,605,512,569,596
493,450,457,322,474,588,608,510,568,596
495,452,458,319,474,588,607,508,568,598
493,450,458,317,474,588,608,508,568,597
493,449,458,317,475,590,608,508,567,597
493,451,458,320,474,589,609,508,569,597
492,450,457,319,474,586,605,512,569,596
493,450,458,319,474,586,605,511,569,596
493,450,456,317,473,586,605,510,568,597
