Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10
483,507,541,451,562,629,0,663,0,649
483,506,541,449,562,628,0,662,0,649
483,505,540,448,563,629,0,662,0,649
483,507,541,448,562,629,0,661,0,648
485,507,541,450,561,628,0,661,0,648
483,508,542,450,561,629,0,663,0,648
484,508,542,452,563,628,0,664,0,649
484,508,541,452,563,628,0,664,0,648
483,508,542,452,561,629,0,664,0,648
488,506,549,449,561,631,0,666,0,650
493,510,553,450,560,633,0,669,0,649
493,509,550,450,560,633,0,667,0,650
486,506,548,448,560,633,1,669,0,652
486,506,549,451,560,632,0,670,0,652
487,509,550,449,560,633,0,671,0,652
492,508,553,449,558,636,0,675,0,653
490,508,548,444,560,635,0,672,0,652
495,503,549,440,556,633,0,663,0,645
492,502,547,445,557,633,0,665,0,646
486,502,546,454,557,634,0,666,0,647
488,501,548,456,556,634,0,668,0,647
486,500,546,452,557,635,0,668,0,648
490,500,548,456,558,633,0,668,0,647
489,499,547,458,558,634,0,669,0,647
487,499,547,458,559,633,0,670,0,648
489,500,547,458,559,634,0,669,0,647
488,501,546,457,559,633,0,669,0,647
489,501,547,455,558,632,0,669,0,647
488,502,546,454,559,633,0,668,0,647
488,502,545,450,559,632,0,669,0,648
488,501,547,455,558,632,0,670,0,649
490,493,549,455,554,633,0,670,0,645
489,497,544,453,557,634,0,670,0,647
491,497,549,454,558,633,0,669,0,646
490,498,548,452,559,634,0,669,0,648
489,498,549,454,559,633,0,669,0,647
493,498,550,456,559,635,0,671,0,648
492,498,550,457,558,634,0,671,0,649
490,497,549,455,558,634,0,672,0,648
491,498,549,454,558,634,0,672,0,649
490,498,549,453,558,633,0,670,0,648
490,498,549,453,558,634,0,670,0,649
489,499,549,455,558,633,0,672,0,650
489,500,548,456,557,632,0,671,0,649
490,499,548,454,557,632,0,670,0,650
488,499,549,453,557,631,0,671,0,649
489,499,549,453,557,632,0,670,0,649
488,499,548,453,558,631,0,670,0,650
489,499,548,454,558,631,0,669,0,650
488,499,548,457,558,631,0,671,0,650
488,499,548,454,558,631,0,671,0,650
488,498,548,454,558,631,0,670,0,650
488,498,548,453,558,632,0,670,0,650
488,498,548,452,558,631,0,669,0,648
488,499,547,453,559,631,0,670,0,650
489,500,547,456,558,632,0,670,0,649
487,499,547,456,558,632,0,670,0,650
487,499,548,456,558,632,0,670,0,650
487,499,548,457,558,631,0,670,0,650
488,499,548,454,558,631,0,669,0,650
489,498,547,455,558,631,0,670,1,651
487,499,547,458,558,632,0,670,0,651
487,499,548,457,559,632,0,671,0,651
488,500,548,455,557,631,0,670,0,651
488,499,548,455,558,632,0,669,0,650
488,499,548,457,557,631,0,669,0,650
487,499,548,457,558,631,0,670,0,650
488,501,548,459,558,631,0,671,0,650
488,500,549,459,558,632,0,669,0,650
490,500,548,457,559,631,0,669,0,649
498,507,555,455,559,628,0,656,0,637
497,502,555,445,558,633,0,664,0,640
500,499,554,449,556,633,0,668,0,640
487,501,542,444,558,629,0,667,0,646
487,499,543,445,558,630,0,669,0,648
489,499,545,448,557,630,0,669,0,648
489,499,546,448,558,631,0,668,0,648
489,500,546,447,558,631,0,667,0,648
488,500,546,450,558,631,0,668,0,648
488,500,547,451,557,630,0,668,0,648
488,501,546,450,558,631,0,668,0,648
487,500,546,451,557,631,0,668,0,648
489,499,547,451,557,631,0,668,0,649
490,501,547,450,558,630,0,667,0,648
488,500,547,450,557,632,0,669,0,649
488,501,547,452,558,631,0,668,0,648
489,501,547,452,558,630,0,668,0,648
488,502,547,450,558,630,0,668,0,648
488,501,546,451,557,630,0,668,0,648
488,500,546,449,557,630,0,667,0,648
490,501,547,450,558,631,0,668,0,648
488,501,546,452,557,631,0,668,0,649
491,501,546,451,557,631,0,668,0,648
489,501,547,451,557,630,0,668,0,647
488,501,546,450,556,630,0,669,0,648
488,505,545,452,559,632,0,670,0,647
489,495,538,446,556,637,0,681,0,653
493,493,542,446,554,636,0,682,0,651
491,500,538,448,556,631,0,672,0,649
488,501,538,444,556,630,0,674,0,650
487,500,541,444,556,629,0,671,0,648
487,499,543,450,555,630,0,669,0,647
487,497,543,449,555,630,0,672,0,648
486,497,544,452,555,631,0,672,0,648
487,498,545,452,555,631,0,672,0,648
484,497,543,452,555,629,0,670,0,648
485,497,543,455,555,630,0,671,0,648
490,500,544,451,555,629,0,670,0,647
485,497,544,452,555,630,0,671,0,648
485,498,543,453,556,629,0,672,0,649
486,498,544,454,555,631,0,672,0,648
486,498,543,453,555,630,0,672,0,648
485,497,544,452,555,630,0,670,0,648
485,498,544,453,555,629,0,671,0,648
487,497,543,453,555,630,0,671,0,648
487,499,544,453,556,631,0,671,0,648
486,498,545,455,556,632,0,674,0,648
486,499,544,455,555,631,0,672,0,648
486,498,544,453,555,630,0,670,0,648
486,498,544,453,556,631,0,671,0,648
486,498,543,453,555,631,0,670,0,650
486,498,544,453,556,630,0,670,0,649
488,498,544,455,556,631,0,672,0,649
487,498,544,454,556,631,0,670,0,648
487,499,544,455,555,631,0,670,0,649
487,498,544,454,555,631,0,670,0,649
487,499,544,454,556,630,0,670,0,650
486,498,544,454,555,630,0,670,0,649
486,498,543,456,555,630,0,671,0,649
487,499,544,456,556,631,0,670,0,648
488,498,544,457,556,630,0,670,0,650
487,498,543,454,556,631,0,670,0,648
488,499,544,452,556,630,0,670,0,649
486,499,544,452,556,630,0,670,0,648
487,499,544,454,556,630,0,670,0,649
487,499,544,455,556,630,0,669,0,648
487,498,543,453,557,630,0,670,0,648
488,499,544,454,556,630,0,669,0,648
488,500,544,454,556,630,0,670,0,649
487,498,545,455,556,630,0,670,0,649
488,500,544,455,557,631,0,670,0,649
487,499,544,456,556,630,0,669,0,649
487,498,543,455,557,630,0,669,0,649
488,499,543,453,556,630,0,669,0,648
487,499,544,453,556,630,0,669,0,648
487,499,543,454,555,630,0,670,0,649
487,499,544,455,556,631,0,670,0,649
488,501,543,457,556,631,0,670,0,649
